query;name;site;type;subtypes;category;phone;full_address;borough;street;city;postal_code;state;us_state;country;country_code;latitude;longitude;time_zone;plus_code;rating;reviews;reviews_link;reviews_tags;reviews_per_score;reviews_per_score_1;reviews_per_score_2;reviews_per_score_3;reviews_per_score_4;reviews_per_score_5;photos_count;photo;street_view;located_in;working_hours;working_hours_old_format;other_hours;popular_times;business_status;about;range;posts;logo;description;verified;owner_id;owner_title;owner_link;reservation_links;booking_appointment_link;menu_link;order_links;location_link;place_id;google_id;cid;reviews_id;located_google_id
barbershop, Ipiranga, São Paulo SP Brazil;Barbearia Art Shave Unidade Ipiranga;http://avec.app/barbeariaartshave./;Barber shop;Barber shop;Barbearia;+55 11 91349-2648;R. Xavier Curado, 542 - Ipiranga, São Paulo - SP, 04210-100;Ipiranga;R. Xavier Curado, 542;São Paulo;04210-100;State of São Paulo;;Brazil;BR;-23,5844231;-46,6033584;America/Sao_Paulo;;5;7;https://search.google.com/local/reviews?placeid=ChIJ_SFDWfdbzpQRQT3BqC-CSO4&q=barbershop,+Ipiranga,+S%C3%A3o+Paulo+SP+Brazil&authuser=0&hl=en&gl=BR;;"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 7}";0;0;0;0;7;15;https://lh5.googleusercontent.com/p/AF1QipNxghMG6pVzypsnDQvc5GkSr_ex35X5GJq-35_b=w800-h500-k-no;https://lh5.googleusercontent.com/p/AF1QipNxghMG6pVzypsnDQvc5GkSr_ex35X5GJq-35_b=w1600-h1000-k-no;;"{""Monday"": ""10AM-8PM"", ""Tuesday"": ""10AM-8PM"", ""Wednesday"": ""10AM-8PM"", ""Thursday"": ""10AM-8PM"", ""Friday"": ""10AM-8PM"", ""Saturday"": ""10AM-6PM"", ""Sunday"": ""Closed""}";Monday: 10AM-8PM | Tuesday: 10AM-8PM | Wednesday: 10AM-8PM | Thursday: 10AM-8PM | Friday: 10AM-8PM | Saturday: 10AM-6PM | Sunday: Closed;;;OPERATIONAL;"{""Amenities"": {""Toilets"": true}}";;;https://lh4.googleusercontent.com/-_MZPIkCs9PE/AAAAAAAAAAI/AAAAAAAAAAA/Htunls-v7lE/s44-p-k-no-ns-nd/photo.jpg;;TRUE;100456231006856831280;Barbearia Art Shave Unidade Ipiranga;https://www.google.com/maps/contrib/100456231006856831280;;;;;https://www.google.com/maps/place/Barbearia+Art+Shave+Unidade+Ipiranga/@-23.5844231,-46.6033584,14z/data=!4m8!1m2!2m1!1sBarbearia+Art+Shave+Unidade+Ipiranga!3m4!1s0x94ce5bf7594321fd:0xee48822fa8c13d41!8m2!3d-23.5844231!4d-46.6033584;ChIJ_SFDWfdbzpQRQT3BqC-CSO4;0x94ce5bf7594321fd:0xee48822fa8c13d41;1,71701E+19;-1276627353153225407;
barbershop, Ipiranga, São Paulo SP Brazil;BARBERSHOP S.A.;;Barber shop;Barber shop;Barbearia;+55 11 93715-3551;Edifício Copan - Av. Ipiranga, 200 - 61 - República, São Paulo - SP, 01046-010;República;Edifício Copan - Av. Ipiranga, 200 - 61;São Paulo;01046-010;State of São Paulo;;Brazil;BR;-23,5465769;-46,6444185;America/Sao_Paulo;;4,9;32;https://search.google.com/local/reviews?placeid=ChIJ79SAg05YzpQRSsrwkmYny-M&q=barbershop,+Ipiranga,+S%C3%A3o+Paulo+SP+Brazil&authuser=0&hl=en&gl=BR;;"{""1"": 0, ""2"": 0, ""3"": 1, ""4"": 1, ""5"": 30}";0;0;1;1;30;22;https://lh5.googleusercontent.com/p/AF1QipOcH7OZ9pDqiRC4YCD5USo4IwD-wbwA3-MI99V0=w800-h500-k-no;https://lh5.googleusercontent.com/p/AF1QipOcH7OZ9pDqiRC4YCD5USo4IwD-wbwA3-MI99V0=w1600-h1000-k-no;;"{""Monday"": ""10AM-7PM"", ""Tuesday"": ""10AM-7PM"", ""Wednesday"": ""10AM-7PM"", ""Thursday"": ""10AM-7PM"", ""Friday"": ""10AM-7PM"", ""Saturday"": ""10AM-5PM"", ""Sunday"": ""Closed""}";Monday: 10AM-7PM | Tuesday: 10AM-7PM | Wednesday: 10AM-7PM | Thursday: 10AM-7PM | Friday: 10AM-7PM | Saturday: 10AM-5PM | Sunday: Closed;;;OPERATIONAL;"{""Amenities"": {""Toilets"": true}}";;;https://lh3.googleusercontent.com/-zJzBabbBDaI/AAAAAAAAAAI/AAAAAAAAAAA/uittCpA3Dow/s44-p-k-no-ns-nd/photo.jpg;;TRUE;111456609331408714661;BARBERSHOP S.A.;https://www.google.com/maps/contrib/111456609331408714661;;;;;https://www.google.com/maps/place/BARBERSHOP+S.A./@-23.546576899999998,-46.6444185,14z/data=!4m8!1m2!2m1!1sBARBERSHOP+S.A.!3m4!1s0x94ce584e8380d4ef:0xe3cb276692f0ca4a!8m2!3d-23.546576899999998!4d-46.6444185;ChIJ79SAg05YzpQRSsrwkmYny-M;0x94ce584e8380d4ef:0xe3cb276692f0ca4a;1,64143E+19;-2032487485322245558;
barbershop, Ipiranga, São Paulo SP Brazil;Barbearia Art Shave;http://www.instagram.com/barbeariaartshave;Barber shop;Barber shop;Barbearia;+55 11 95129-3566;R. Alcindo Guanabara, 09 - Jardim da Gloria, São Paulo - SP, 01546-020;Jardim da Glória;R. Alcindo Guanabara, 09;São Paulo;01546-020;State of São Paulo;;Brazil;BR;-23,5810782;-46,6247292;America/Sao_Paulo;;5;49;https://search.google.com/local/reviews?placeid=ChIJEfG-hK9XzpQRsVn2q48Sh60&q=barbershop,+Ipiranga,+S%C3%A3o+Paulo+SP+Brazil&authuser=0&hl=en&gl=BR;;"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 49}";0;0;0;0;49;15;https://lh5.googleusercontent.com/p/AF1QipPX7Pus8jjJkuVo9DAef2qf4slN2vP6WcNNTxcY=w800-h500-k-no;https://lh5.googleusercontent.com/p/AF1QipPX7Pus8jjJkuVo9DAef2qf4slN2vP6WcNNTxcY=w1600-h1000-k-no;;"{""Monday"": ""10AM-8PM"", ""Tuesday"": ""10AM-8PM"", ""Wednesday"": ""10AM-8PM"", ""Thursday"": ""10AM-8PM"", ""Friday"": ""10AM-8PM"", ""Saturday"": ""10AM-8PM"", ""Sunday"": ""Closed""}";Monday: 10AM-8PM | Tuesday: 10AM-8PM | Wednesday: 10AM-8PM | Thursday: 10AM-8PM | Friday: 10AM-8PM | Saturday: 10AM-8PM | Sunday: Closed;;;OPERATIONAL;"{""Amenities"": {""Toilets"": true}}";;;https://lh4.googleusercontent.com/-A96sPYlosw8/AAAAAAAAAAI/AAAAAAAAAAA/Akwk85dByjw/s44-p-k-no-ns-nd/photo.jpg;;TRUE;109561757655758974192;Barbearia Art Shave;https://www.google.com/maps/contrib/109561757655758974192;;https://avec.app/barbeariaartshave-unidadevilamariana;;;https://www.google.com/maps/place/Barbearia+Art+Shave/@-23.5810782,-46.6247292,14z/data=!4m8!1m2!2m1!1sBarbearia+Art+Shave!3m4!1s0x94ce57af84bef111:0xad87128fabf659b1!8m2!3d-23.5810782!4d-46.6247292;ChIJEfG-hK9XzpQRsVn2q48Sh60;0x94ce57af84bef111:0xad87128fabf659b1;1,2504E+19;-5942760775017408079;
barbershop, Ipiranga, São Paulo SP Brazil;P Barbearia.;;Barber shop;Barber shop;Barbearia;+55 970243198;Ipiranga - Rua Vergueiro, 7.130 - Vila Brasilio Machado, São Paulo - SP;Vila Brasilio Machado;Ipiranga - Rua Vergueiro, 7.130;São Paulo;;State of São Paulo;;Brazil;BR;-23,6085004;-46,6137929;America/Sao_Paulo;;4,4;12;https://search.google.com/local/reviews?placeid=ChIJH_T4uKJbzpQRAdtTtOY0WWc&q=barbershop,+Ipiranga,+S%C3%A3o+Paulo+SP+Brazil&authuser=0&hl=en&gl=BR;;"{""1"": 1, ""2"": 0, ""3"": 1, ""4"": 1, ""5"": 9}";1;0;1;1;9;6;https://lh5.googleusercontent.com/p/AF1QipOCXmI_D2mBT2zSmhgZPzjlGYLiNw-JfL65tjQg=w800-h500-k-no;https://lh5.googleusercontent.com/p/AF1QipOCXmI_D2mBT2zSmhgZPzjlGYLiNw-JfL65tjQg=w1600-h1000-k-no;;"{""Monday"": ""Closed"", ""Tuesday"": ""9AM-7PM"", ""Wednesday"": ""9AM-7PM"", ""Thursday"": ""9AM-7PM"", ""Friday"": ""9AM-7PM"", ""Saturday"": ""9AM-7PM"", ""Sunday"": ""Closed""}";Monday: Closed | Tuesday: 9AM-7PM | Wednesday: 9AM-7PM | Thursday: 9AM-7PM | Friday: 9AM-7PM | Saturday: 9AM-7PM | Sunday: Closed;;;OPERATIONAL;"{""Amenities"": {""Toilets"": true}}";;;;;FALSE;;P Barbearia.;;;;;;https://www.google.com/maps/place/P+Barbearia./@-23.6085004,-46.6137929,14z/data=!4m8!1m2!2m1!1sP+Barbearia.!3m4!1s0x94ce5ba2b8f8f41f:0x675934e6b453db01!8m2!3d-23.6085004!4d-46.6137929;ChIJH_T4uKJbzpQRAdtTtOY0WWc;0x94ce5ba2b8f8f41f:0x675934e6b453db01;7,44704E+18;7447041624306342657;
barbershop, Ipiranga, São Paulo SP Brazil;Barbearia B-Cave Barbershop;https://bcave.booksy.com/;Barber shop;Barber shop, Beauty salon, Hair salon;Barbearia;+55 11 91350-6934;Sub-solo - Rua Arcipreste Ezequias, 90 - Vila São José, São Paulo - SP, 04271-060;Vila São José;Sub-solo - Rua Arcipreste Ezequias, 90;São Paulo;04271-060;State of São Paulo;;Brazil;BR;-23,5870156;-46,6158452;America/Sao_Paulo;;5;56;https://search.google.com/local/reviews?placeid=ChIJywZJ8OJbzpQR-biOr60OE4E&q=barbershop,+Ipiranga,+S%C3%A3o+Paulo+SP+Brazil&authuser=0&hl=en&gl=BR;;"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 56}";0;0;0;0;56;15;https://lh5.googleusercontent.com/p/AF1QipPXk90abnJ0R3eUGEL1lx0tgq9sZxx54e97PiUN=w800-h500-k-no;https://lh5.googleusercontent.com/p/AF1QipPXk90abnJ0R3eUGEL1lx0tgq9sZxx54e97PiUN=w1600-h1000-k-no;;"{""Monday"": ""10AM-8PM"", ""Tuesday"": ""10AM-8PM"", ""Wednesday"": ""10AM-8PM"", ""Thursday"": ""10AM-8PM"", ""Friday"": ""10AM-8PM"", ""Saturday"": ""10AM-8PM"", ""Sunday"": ""Closed""}";Monday: 10AM-8PM | Tuesday: 10AM-8PM | Wednesday: 10AM-8PM | Thursday: 10AM-8PM | Friday: 10AM-8PM | Saturday: 10AM-8PM | Sunday: Closed;;;OPERATIONAL;"{""Health and safety"": {""Staff required to disinfect surfaces between visits"": true}, ""Amenities"": {""Toilets"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}}";;;https://lh6.googleusercontent.com/-r7_iOjrrVBM/AAAAAAAAAAI/AAAAAAAAAAA/dBix8rqKoJc/s44-p-k-no-ns-nd/photo.jpg;;TRUE;101168990085555721675;Barbearia B-Cave Barbershop;https://www.google.com/maps/contrib/101168990085555721675;;;;;https://www.google.com/maps/place/Barbearia+B-Cave+Barbershop/@-23.587015599999997,-46.615845199999995,14z/data=!4m8!1m2!2m1!1sBarbearia+B-Cave+Barbershop!3m4!1s0x94ce5be2f04906cb:0x81130eadaf8eb8f9!8m2!3d-23.587015599999997!4d-46.615845199999995;ChIJywZJ8OJbzpQR-biOr60OE4E;0x94ce5be2f04906cb:0x81130eadaf8eb8f9;9,30079E+18;-9145950279121848071;
barbershop, Ipiranga, São Paulo SP Brazil;Barbearia batmóvel;https://sites.appbarber.com.br/barbeariafriend-s5fn;Barber shop;Barber shop;Barbearia;+55 11 93015-8877;R. Barão do Rio Prata, 7 - Cidade Nova Heliópolis, São Paulo - SP, 04231-004;Cidade Nova Heliópolis;R. Barão do Rio Prata, 7;São Paulo;04231-004;State of São Paulo;;Brazil;BR;-23,6062363;-46,5953681;America/Sao_Paulo;;4,8;25;https://search.google.com/local/reviews?placeid=ChIJ4Ti_XoZbzpQR0nnemxAPekg&q=barbershop,+Ipiranga,+S%C3%A3o+Paulo+SP+Brazil&authuser=0&hl=en&gl=BR;;"{""1"": 0, ""2"": 0, ""3"": 1, ""4"": 3, ""5"": 21}";0;0;1;3;21;7;https://lh5.googleusercontent.com/p/AF1QipNJm1NVIQX7SLrpplkT9Re-jn__w2Zj_aAbDq8y=w800-h500-k-no;https://lh5.googleusercontent.com/p/AF1QipNJm1NVIQX7SLrpplkT9Re-jn__w2Zj_aAbDq8y=w1600-h1000-k-no;;"{""Monday"": ""9AM-12PM,1-8PM"", ""Tuesday"": ""9AM-12PM,1-7:30PM"", ""Wednesday"": ""9AM-12PM,1-8PM"", ""Thursday"": ""9AM-12PM,1-7:30PM"", ""Friday"": ""9AM-12PM,1-9PM"", ""Saturday"": ""9AM-12PM,1-9PM"", ""Sunday"": ""Closed""}";Monday: 9AM-12PM,1-8PM | Tuesday: 9AM-12PM,1-7:30PM | Wednesday: 9AM-12PM,1-8PM | Thursday: 9AM-12PM,1-7:30PM | Friday: 9AM-12PM,1-9PM | Saturday: 9AM-12PM,1-9PM | Sunday: Closed;;;OPERATIONAL;"{""Amenities"": {""Toilets"": true}}";;;https://lh6.googleusercontent.com/-eBmBxwYUpDI/AAAAAAAAAAI/AAAAAAAAAAA/41l_Zqqga_E/s44-p-k-no-ns-nd/photo.jpg;;TRUE;107053651028666207913;Barbearia batmóvel;https://www.google.com/maps/contrib/107053651028666207913;;https://sites.appbarber.com.br/barbeariafriend-s5fn;;;https://www.google.com/maps/place/Barbearia+batm%C3%B3vel/@-23.6062363,-46.595368099999995,14z/data=!4m8!1m2!2m1!1sBarbearia+batm%C3%B3vel!3m4!1s0x94ce5b865ebf38e1:0x487a0f109bde79d2!8m2!3d-23.6062363!4d-46.595368099999995;ChIJ4Ti_XoZbzpQR0nnemxAPekg;0x94ce5b865ebf38e1:0x487a0f109bde79d2;5,2225E+18;5222503281898453458;
barbershop, Ipiranga, São Paulo SP Brazil;Dii ' Perfil Barber Shop;;Barber shop;Barber shop;Barbearia;+55 959120642;R. Dr. Elísio de Castro, 65 - Vila Dom Pedro I, São Paulo - SP, 04277-010;Vila Dom Pedro I;R. Dr. Elísio de Castro, 65;São Paulo;04277-010;State of São Paulo;;Brazil;BR;-23,5994289;-46,6154331;America/Sao_Paulo;;5;24;https://search.google.com/local/reviews?placeid=ChIJ4VvHyLhbzpQRzH6t3eqkhOI&q=barbershop,+Ipiranga,+S%C3%A3o+Paulo+SP+Brazil&authuser=0&hl=en&gl=BR;;"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 24}";0;0;0;0;24;2;https://lh5.googleusercontent.com/p/AF1QipPuM2ywgPIH2HgdCe1oghZSLVFvWH63IcNL5i-r=w800-h500-k-no;https://lh5.googleusercontent.com/p/AF1QipPuM2ywgPIH2HgdCe1oghZSLVFvWH63IcNL5i-r=w1600-h1000-k-no;;"{""Monday"": ""9AM-8PM"", ""Tuesday"": ""9AM-8PM"", ""Wednesday"": ""9AM-8PM"", ""Thursday"": ""9AM-8PM"", ""Friday"": ""9AM-8PM"", ""Saturday"": ""9AM-7PM"", ""Sunday"": ""Closed""}";Monday: 9AM-8PM | Tuesday: 9AM-8PM | Wednesday: 9AM-8PM | Thursday: 9AM-8PM | Friday: 9AM-8PM | Saturday: 9AM-7PM | Sunday: Closed;;;OPERATIONAL;"{""Amenities"": {""Toilets"": true}}";;;;;FALSE;;Dii ' Perfil Barber Shop;;;;;;https://www.google.com/maps/place/Dii+%27+Perfil+Barber+Shop/@-23.5994289,-46.6154331,14z/data=!4m8!1m2!2m1!1sDii+%27+Perfil+Barber+Shop!3m4!1s0x94ce5bb8c8c75be1:0xe284a4eaddad7ecc!8m2!3d-23.5994289!4d-46.6154331;ChIJ4VvHyLhbzpQRzH6t3eqkhOI;0x94ce5bb8c8c75be1:0xe284a4eaddad7ecc;1,63224E+19;-2124391795563594036;
barbershop, Ipiranga, São Paulo SP Brazil;Rero's Barber Shop;https://reros-barber-shop.negocio.site/?utm_source=gmb&utm_medium=referral;Barber shop;Barber shop;Barbearia;;Rua: Bom Pastor, 2211 - Ipiranga, São Paulo - SP, 04203-052;Ipiranga;Rua: Bom Pastor, 2211;São Paulo;04203-052;State of São Paulo;;Brazil;BR;-23,5960794;-46,6061162;America/Sao_Paulo;;5;2;https://search.google.com/local/reviews?placeid=ChIJI4MkjPJbzpQRi2c1wpj6PdE&q=barbershop,+Ipiranga,+S%C3%A3o+Paulo+SP+Brazil&authuser=0&hl=en&gl=BR;;"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 2}";0;0;0;0;2;2;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FWpjz3M1J-4DY9PgxAfT0g&cb_client=search.gws-prod.gps&w=800&h=500&yaw=93.238625&pitch=0&thumbfov=100;https://lh5.googleusercontent.com/p/AF1QipOUHaMIAk8Abxg8dNGHAw46zO1L1Y-xvyvzx7NT=w1600-h1000-k-no;;"{""Monday"": ""9AM-7PM"", ""Tuesday"": ""9AM-7PM"", ""Wednesday"": ""9AM-7PM"", ""Thursday"": ""9AM-7PM"", ""Friday"": ""9AM-7:15PM"", ""Saturday"": ""9:30AM-5PM"", ""Sunday"": ""Closed""}";Monday: 9AM-7PM | Tuesday: 9AM-7PM | Wednesday: 9AM-7PM | Thursday: 9AM-7PM | Friday: 9AM-7:15PM | Saturday: 9:30AM-5PM | Sunday: Closed;;;OPERATIONAL;"{""Amenities"": {""Toilets"": true}}";;;;;FALSE;;Rero's Barber Shop;;;;;;https://www.google.com/maps/place/Rero%27s+Barber+Shop/@-23.5960794,-46.606116199999995,14z/data=!4m8!1m2!2m1!1sRero%27s+Barber+Shop!3m4!1s0x94ce5bf28c248323:0xd13dfa98c235678b!8m2!3d-23.5960794!4d-46.606116199999995;ChIJI4MkjPJbzpQRi2c1wpj6PdE;0x94ce5bf28c248323:0xd13dfa98c235678b;1,50775E+19;-3369261412203010165;
barbershop, Ipiranga, São Paulo SP Brazil;Os Rochas Barbearia;https://www.osrochasbarbearia.com.br/;Barber shop;Barber shop;Barbearia;+55 11 97576-1388;R. Santa Cruz, 2322 - Sala 1 - Vila Mariana, São Paulo - SP, 04122-002;Vila Mariana;R. Santa Cruz, 2322 - Sala 1;São Paulo;04122-002;State of São Paulo;;Brazil;BR;-23,6027818;-46,6163563;America/Sao_Paulo;;4,8;23;https://search.google.com/local/reviews?placeid=ChIJbwH003JbzpQRXH2zPeakXV0&q=barbershop,+Ipiranga,+S%C3%A3o+Paulo+SP+Brazil&authuser=0&hl=en&gl=BR;;"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 4, ""5"": 19}";0;0;0;4;19;1;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DQQZCh2OsH5Go1WHa3s34w&cb_client=search.gws-prod.gps&w=800&h=500&yaw=189.32355&pitch=0&thumbfov=100;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DQQZCh2OsH5Go1WHa3s34w&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=189.32355&pitch=0&thumbfov=100;;"{""Monday"": ""11AM-7PM"", ""Tuesday"": ""11AM-7PM"", ""Wednesday"": ""11AM-7PM"", ""Thursday"": ""11AM-7PM"", ""Friday"": ""11AM-7PM"", ""Saturday"": ""11AM-7PM"", ""Sunday"": ""Closed""}";Monday: 11AM-7PM | Tuesday: 11AM-7PM | Wednesday: 11AM-7PM | Thursday: 11AM-7PM | Friday: 11AM-7PM | Saturday: 11AM-7PM | Sunday: Closed;;;OPERATIONAL;"{""Amenities"": {""Toilets"": true}}";;;https://lh3.googleusercontent.com/-5tAHTnBFHhA/AAAAAAAAAAI/AAAAAAAAAAA/KF-AEl8P_KQ/s44-p-k-no-ns-nd/photo.jpg;;TRUE;107616911566429125320;Os Rochas Barbearia;https://www.google.com/maps/contrib/107616911566429125320;;;;;https://www.google.com/maps/place/Os+Rochas+Barbearia/@-23.6027818,-46.6163563,14z/data=!4m8!1m2!2m1!1sOs+Rochas+Barbearia!3m4!1s0x94ce5b72d3f4016f:0x5d5da4e63db37d5c!8m2!3d-23.6027818!4d-46.6163563;ChIJbwH003JbzpQRXH2zPeakXV0;0x94ce5b72d3f4016f:0x5d5da4e63db37d5c;6,72771E+18;6727714727145995612;
barbershop, Ipiranga, São Paulo SP Brazil;THE BOSS BARBER SHOP;https://thebossbarbershop.com.br/;Barber shop;Barber shop;Barbearia;+55 11 2083-0369;R. Ten. Paulo Alves, 313 - Vila Vera, São Paulo - SP, 04296-030;Vila Vera;R. Ten. Paulo Alves, 313;São Paulo;04296-030;State of São Paulo;;Brazil;BR;-23,6205599;-46,6055892;America/Sao_Paulo;;4,7;90;https://search.google.com/local/reviews?placeid=ChIJ9TqVH3FbzpQRvlsHyvyH7e4&q=barbershop,+Ipiranga,+S%C3%A3o+Paulo+SP+Brazil&authuser=0&hl=en&gl=BR;;"{""1"": 4, ""2"": 0, ""3"": 3, ""4"": 5, ""5"": 78}";4;0;3;5;78;51;https://lh5.googleusercontent.com/p/AF1QipMz7zC4BEuv0ggHw5Af6NQjVCaaO-wK3IV43Wsw=w800-h500-k-no;https://lh5.googleusercontent.com/p/AF1QipMz7zC4BEuv0ggHw5Af6NQjVCaaO-wK3IV43Wsw=w1600-h1000-k-no;;"{""Monday"": ""10AM-8PM"", ""Tuesday"": ""9AM-8PM"", ""Wednesday"": ""9AM-8PM"", ""Thursday"": ""9AM-8PM"", ""Friday"": ""9AM-8PM"", ""Saturday"": ""8AM-6:30PM"", ""Sunday"": ""Closed""}";Monday: 10AM-8PM | Tuesday: 9AM-8PM | Wednesday: 9AM-8PM | Thursday: 9AM-8PM | Friday: 9AM-8PM | Saturday: 8AM-6:30PM | Sunday: Closed;;;OPERATIONAL;"{""Health and safety"": {""Appointment required"": true, ""Mask required"": true, ""Staff wear masks"": true, ""Staff required to disinfect surfaces between visits"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Amenities"": {""Toilets"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}}";;;https://lh3.googleusercontent.com/-DFFriG6AEfs/AAAAAAAAAAI/AAAAAAAAAAA/xnUH_-9XP2c/s44-p-k-no-ns-nd/photo.jpg;;TRUE;112887342751869877908;THE BOSS BARBER SHOP;https://www.google.com/maps/contrib/112887342751869877908;;;;;https://www.google.com/maps/place/THE+BOSS+BARBER+SHOP/@-23.6205599,-46.6055892,14z/data=!4m8!1m2!2m1!1sTHE+BOSS+BARBER+SHOP!3m4!1s0x94ce5b711f953af5:0xeeed87fcca075bbe!8m2!3d-23.6205599!4d-46.6055892;ChIJ9TqVH3FbzpQRvlsHyvyH7e4;0x94ce5b711f953af5:0xeeed87fcca075bbe;1,72166E+19;-1230177603411289154;
barbershop, Ipiranga, São Paulo SP Brazil;Barber Lab;https://www.instagram.com/barberlab_vlgumercindo/;Barber shop;Barber shop;Barbearia;+55 11 3294-6948;R. Tupanaci, 204 - Vila Gumercindo, São Paulo - SP, 04131-020;Vila Gumercindo;R. Tupanaci, 204;São Paulo;04131-020;State of São Paulo;;Brazil;BR;-23,6056784;-46,618169;America/Sao_Paulo;;4,7;69;https://search.google.com/local/reviews?placeid=ChIJcapfdetbzpQR4adSPNloI2Q&q=barbershop,+Ipiranga,+S%C3%A3o+Paulo+SP+Brazil&authuser=0&hl=en&gl=BR;;"{""1"": 2, ""2"": 0, ""3"": 3, ""4"": 5, ""5"": 59}";2;0;3;5;59;64;https://lh5.googleusercontent.com/p/AF1QipN0ET9pow4hvOdXUFVc2WPyaG7z7exPmwtV_CzC=w800-h500-k-no;https://lh5.googleusercontent.com/p/AF1QipN0ET9pow4hvOdXUFVc2WPyaG7z7exPmwtV_CzC=w1600-h1000-k-no;;"{""Monday"": ""10AM-8PM"", ""Tuesday"": ""10AM-8PM"", ""Wednesday"": ""10AM-8PM"", ""Thursday"": ""10AM-8PM"", ""Friday"": ""9AM-8PM"", ""Saturday"": ""9AM-7PM"", ""Sunday"": ""Closed""}";Monday: 10AM-8PM | Tuesday: 10AM-8PM | Wednesday: 10AM-8PM | Thursday: 10AM-8PM | Friday: 9AM-8PM | Saturday: 9AM-7PM | Sunday: Closed;;;OPERATIONAL;"{""Health and safety"": {""Mask required"": true, ""Staff wear masks"": true, ""Staff required to disinfect surfaces between visits"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Amenities"": {""Toilets"": true}}";;;https://lh3.googleusercontent.com/-SBz3swwIb9U/AAAAAAAAAAI/AAAAAAAAAAA/MGPViwLRlDg/s44-p-k-no-ns-nd/photo.jpg;;TRUE;100583708352584386245;Barber Lab;https://www.google.com/maps/contrib/100583708352584386245;;;;;https://www.google.com/maps/place/Barber+Lab/@-23.6056784,-46.618168999999995,14z/data=!4m8!1m2!2m1!1sBarber+Lab!3m4!1s0x94ce5beb755faa71:0x642368d93c52a7e1!8m2!3d-23.6056784!4d-46.618168999999995;ChIJcapfdetbzpQR4adSPNloI2Q;0x94ce5beb755faa71:0x642368d93c52a7e1;7,21573E+18;7215726310206908385;
barbershop, Ipiranga, São Paulo SP Brazil;Salão Almeida;https://salao-almeida.negocio.site/;Barber shop;Barber shop;Barbearia;+55 11 5062-0685;R. Apeú, 256 - Vila Brasilio Machado, São Paulo - SP, 04288-150;Vila Brasilio Machado;R. Apeú, 256;São Paulo;04288-150;State of São Paulo;;Brazil;BR;-23,612835;-46,6113579;America/Sao_Paulo;;4,9;42;https://search.google.com/local/reviews?placeid=ChIJt60-Q1VbzpQRoVGUAf8Dnv8&q=barbershop,+Ipiranga,+S%C3%A3o+Paulo+SP+Brazil&authuser=0&hl=en&gl=BR;;"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 3, ""5"": 39}";0;0;0;3;39;2;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Yu9P4BCUcBnEd2YR566xqw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=35.49096&pitch=0&thumbfov=100;https://lh5.googleusercontent.com/p/AF1QipNYglpBT62RabOlBb1_cOUduhR_d3DJLe_x1EFz=w1600-h1000-k-no;;"{""Monday"": ""8:30AM-7PM"", ""Tuesday"": ""8:30AM-7PM"", ""Wednesday"": ""8:30AM-7PM"", ""Thursday"": ""8:30AM-7PM"", ""Friday"": ""8:30AM-7PM"", ""Saturday"": ""8:30AM-7PM"", ""Sunday"": ""8:30AM-1:30PM""}";Monday: 8:30AM-7PM | Tuesday: 8:30AM-7PM | Wednesday: 8:30AM-7PM | Thursday: 8:30AM-7PM | Friday: 8:30AM-7PM | Saturday: 8:30AM-7PM | Sunday: 8:30AM-1:30PM;;;OPERATIONAL;"{""Amenities"": {""Toilets"": true}}";;;https://lh4.googleusercontent.com/-KJ5wt9SlNa4/AAAAAAAAAAI/AAAAAAAAAAA/-kbN99cov6s/s44-p-k-no-ns-nd/photo.jpg;;TRUE;118082993956170056519;Salão Almeida;https://www.google.com/maps/contrib/118082993956170056519;;;;;https://www.google.com/maps/place/Sal%C3%A3o+Almeida/@-23.612835,-46.611357899999994,14z/data=!4m8!1m2!2m1!1sSal%C3%A3o+Almeida!3m4!1s0x94ce5b55433eadb7:0xff9e03ff019451a1!8m2!3d-23.612835!4d-46.611357899999994;ChIJt60-Q1VbzpQRoVGUAf8Dnv8;0x94ce5b55433eadb7:0xff9e03ff019451a1;1,84192E+19;-27580153939603039;
